"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"0Kb87SCKl8pFyKm0yD9TYf",لِلّي,Mohamed Mounir,33,0,-3,EG,2023-11-21,63,false,163121,لِلّي,2022-07-20,0.741,0.819,7,-5.189,0,0.0708,0.104,0.0051,0.427,0.86,92.332,4
"1VfR7wqvEB9vQZrpizMRmf",براحة يا شيخة,Bahaa Sultan,34,-1,2,EG,2023-11-21,65,false,179526,براحة يا شيخة,2023-01-19,0.794,0.748,1,-5.787,1,0.031,0.226,0.00000857,0.144,0.888,110.001,4
"2ZYxLGcohgsKpor8pGMc0o",و افتكرت,Mohamed Hamaki,35,0,-2,EG,2023-11-21,61,false,253894,ناويها,2008-03-01,0.61,0.653,11,-8.898,0,0.0728,0.498,0.000353,0.0925,0.505,79.909,4
"15lgnDg0wa4gXWpts60aOF","7OB KHENA2",Marwan Moussa,36,-1,-4,EG,2023-11-21,62,false,224874,IMPORT//EXPORT,2023-09-03,0.807,0.526,6,-8.941,0,0.122,0.0747,0.0000486,0.0665,0.65,141.051,4
"6CU68VwcV10VfulVQMfj3X",Ana Negm,Cairokee,37,-1,0,EG,2023-11-21,63,false,241852,Roma,2022-09-23,0.68,0.487,6,-9.639,0,0.0415,0.767,0.000332,0.133,0.26,91.966,4
"3uwYsiS1nnYDfVQMBbdX2B",ايويا يا حبيبتي وحشتيني - مهرجان - ايويا يا حبيبتي وحشتيني - اسلام كابونجا - كلوشه - توزيع فيجو الدخلاوي - مهرجانات 2023,Eslam Kabonga,38,0,12,EG,2023-11-21,56,true,433934,ايويا يا حبيبتي وحشتيني (مهرجان - ايويا يا حبيبتي وحشتيني - اسلام كابونجا - كلوشه - توزيع فيجو الدخلاوي - مهرجانات 2023),2023-07-03,0.883,0.888,0,-1.012,0,0.107,0.331,0.0,0.268,0.827,107.015,4
"5hiQSNo6jQbQ2m2gBZs7bU",Etnaset,Muslim - مُسلِم,39,0,3,EG,2023-11-21,63,false,195598,Etnaset,2021-10-21,0.444,0.5,1,-7.706,0,0.0666,0.804,0.00000205,0.108,0.271,147.757,4
"2BU20kapQkv88hspupjv1V",Konty 2olely,Mohammed Saeed,40,0,10,EG,2023-11-21,55,false,169732,Konty 2olely,2021-11-30,0.67,0.245,5,-14.751,0,0.159,0.938,0.107,0.114,0.368,140.046,4
"5gdERhZjshqCGHnCPWJhqM",علي باب السيما - من مسلسل ريفو,ريفو شو,41,0,9,EG,2023-11-21,61,false,151301,Rivo (من مسلسل ريفو),2022-06-29,0.773,0.27,0,-16.311,0,0.034,0.504,0.179,0.0743,0.519,108.027,4
"1a92SdpdJ77U1sjEOOi5OC",Wahshteeny,Amir Eid,42,0,1,EG,2023-11-21,61,false,148000,Wahshteeny,2023-07-06,0.958,0.549,8,-8.745,1,0.0617,0.313,0.0000087,0.0685,0.875,124.024,4
"1CQzS4IBMOHRYGgEg3eZrz",Fouq,Assala Nasri,43,-2,6,EG,2023-11-21,59,false,192926,Lehqt Nafsy,2023-10-01,0.46,0.6,2,-5.404,0,0.0606,0.392,0.0,0.32,0.572,137.585,4
"7ygixJ8FptOv80Ot2KadAN",Ya Layaly,Sherine,44,0,6,EG,2023-11-21,63,false,299258,Ana Kteer,2014-01-16,0.624,0.526,7,-7.066,0,0.0316,0.631,0.0000955,0.26,0.642,153.953,4
"3FdV0iO6fskyPeYnrMsKPM",وسط دموع وجراح,Essam Sasa,45,-8,-6,EG,2023-11-21,60,false,264196,وسط دموع وجراح,2021-06-01,0.805,0.78,11,-3.463,0,0.0764,0.498,0.0,0.526,0.813,109.984,4
"5o7YSTsbNeo98lSacuNIi5",Salt El Zein - صلاة الزين,Double Zuksh,46,-3,-6,EG,2023-11-21,61,false,156770,Salt El Zein - صلاة الزين,2023-04-17,0.775,0.655,2,-4.017,0,0.0292,0.0384,0.000599,0.22,0.24,130.019,4
"47EGifeNL52SJL13TxcvBR",Prepotente,"Yaisel LM, Kreizy k",27,0,-2,DO,2023-11-21,64,true,125147,Prepotente,2023-07-18,0.862,0.677,0,-3.366,0,0.178,0.438,0.0139,0.156,0.683,123.039,4
"01ppKlDRCmPpusO3yNrSRY",TELEFONO NUEVO,"Bad Bunny, Luar La L",28,-3,-5,DO,2023-11-21,87,true,354784,nadie sabe lo que va a pasar mañana,2023-10-13,0.619,0.619,2,-6.238,1,0.491,0.407,0.0,0.0932,0.393,125.752,4
"0p0cOpBujR114Wirv5AM7W",Narcotics (with Bryant Myers),"Dei V, Bryant Myers",29,0,4,DO,2023-11-21,83,true,173991,Narcotics (with Bryant Myers),2023-09-14,0.711,0.718,1,-5.671,1,0.0994,0.379,0.0,0.119,0.689,159.953,4
"6Sq7ltF9Qa7SNFBsV5Cogx",Me Porto Bonito,"Bad Bunny, Chencho Corleone",30,-1,-2,DO,2023-11-21,89,true,178567,Un Verano Sin Ti,2022-05-06,0.911,0.712,1,-5.105,0,0.0817,0.0901,0.0000268,0.0933,0.425,92.005,4
"0PB0O24JqAuNdOAFVJljMS",Coco Chanel,"Eladio Carrion, Bad Bunny",31,-3,-5,DO,2023-11-21,85,true,208125,"3MEN2 KBRN",2023-03-17,0.683,0.764,2,-5.995,1,0.0441,0.0427,0.0,0.0963,0.137,149.949,4
"3rGXH8BjIWSZgr38faOSNJ",TATARA REMIX,"Lomiiel, Papera, Alex Roxario",32,0,-8,DO,2023-11-21,57,false,154083,TATARA REMIX,2023-09-13,0.632,0.788,9,-2.623,1,0.469,0.455,0.000294,0.503,0.612,171.731,3
"39L3LdlHS3gqB62HPWaJRg",NO ME QUIERO CASAR,Bad Bunny,33,-6,-1,DO,2023-11-21,86,true,225654,nadie sabe lo que va a pasar mañana,2023-10-13,0.914,0.698,1,-5.228,1,0.115,0.32,0.00000876,0.083,0.757,99.011,4
"2lmWwBLVJ2P0HX491zkYws",Mbappe,Eladio Carrion,34,-2,9,DO,2023-11-21,81,true,147692,SEN2 KBRN VOL. 2,2022-11-18,0.712,0.684,7,-4.887,1,0.0512,0.548,0.0,0.168,0.513,130.038,4
"3TYOH7ta0101NYssoH5GlU",MERCEDES CAROTA,"Bad Bunny, YOVNGCHIMI",35,-4,-4,DO,2023-11-21,86,true,202635,nadie sabe lo que va a pasar mañana,2023-10-13,0.822,0.487,1,-5.815,1,0.223,0.385,0.0000655,0.115,0.193,134.046,4
"1ODFVLQszq0hCOdZtqV5wq",MR. OCTOBER,Bad Bunny,36,-10,-16,DO,2023-11-21,87,true,189258,nadie sabe lo que va a pasar mañana,2023-10-13,0.805,0.612,8,-5.682,0,0.172,0.188,0.0000196,0.134,0.425,126.013,4
"73O5XIJJGhN7oFqkhffMi1",Ты так красива,Quest Pistols,37,-2,8,BY,2023-11-21,59,false,173382,The Best,2022-10-23,0.667,0.447,4,-9.062,0,0.0284,0.0582,0.0,0.314,0.785,135.95,4
"69E0PXED6MvClnqED4d7f5",Лиза,"FACE, Squirrel Flower",38,0,-6,BY,2023-11-21,62,true,180323,Hate Love,2017-04-08,0.405,0.564,4,-5.263,1,0.0263,0.00268,0.00123,0.0961,0.549,144.131,4
"74JfQsOBIs7z4y6jDrbDmh",+7(952)812,ALBLAK 52,39,0,5,BY,2023-11-21,61,true,107368,LONG LIVE 812,2023-07-07,0.814,0.738,11,-6.011,1,0.283,0.0855,0.0,0.269,0.507,152.112,4
"34uMKnzufwyZJWHLcbaYTz",Ржавый,Кишлак,40,-2,-26,BY,2023-11-21,57,true,140714,СХИК2,2023-11-10,0.526,0.571,6,-9.309,0,0.0566,0.0304,0.00607,0.0872,0.0845,140.04,4
"4GBfKfnvmcTcNrlJcV4OLV",Четыре тридцать,Violetta Sokolova,41,0,-1,BY,2023-11-21,62,true,133475,Четыре тридцать,2022-05-13,0.432,0.793,4,-3.432,1,0.0561,0.313,0.0,0.589,0.723,200.075,4
"5x39VMQPsF1wDgLyhUSZYP",ХОЧУ 18+,"uniqe, nkeeei, ARTEM SHILOVETS, Voskresenskii",42,-2,0,BY,2023-11-21,55,true,161073,"2007, Ч.1",2023-09-22,0.498,0.588,6,-6.608,0,0.429,0.0513,0.0,0.149,0.774,79.167,4
"1NznTTswjCUwrA0UpQ2UUg",Повело,ANNA ASTI,43,-7,-13,BY,2023-11-21,62,false,172894,Феникс,2022-06-24,0.792,0.7,6,-7.298,1,0.145,0.248,0.000245,0.141,0.429,114.025,4
"0xx6wsjApOtjqEBF3xeSG7",Legit Check,"FRIENDLY THUG 52 NGG, Big Baby Tape",44,0,-5,BY,2023-11-21,61,true,157200,Cristoforo Colombo,2023-11-03,0.792,0.562,10,-9.149,0,0.445,0.516,0.0,0.103,0.662,99.904,4
"21Zbtf6Pt7OUoxs5poeCQ3",Космос,"Skryptonite, Charusha",45,0,5,BY,2023-11-21,62,false,227691,Gazgolder. К тебе,2015-03-16,0.522,0.492,0,-12.356,0,0.165,0.48,0.00000249,0.528,0.551,77.656,4
"3K5KXm1uZjiyQk0J7op1xf","9mm","Memphis Cult, Groove Dealers, SPLYXER",46,0,-3,BY,2023-11-21,80,true,86709,Memphis Cult Vol. 6,2023-02-23,0.737,0.915,0,-2.749,1,0.0412,0.00322,0.0000258,0.084,0.304,154.964,4
"4YKujFSyakVjLdH1sDllVc",Dois Fugitivos - Ao Vivo,Simone Mendes,7,0,-2,BR,2023-11-21,74,false,173370,Cintilante (Ao Vivo / Vol.2),2023-10-20,0.664,0.839,4,-3.379,0,0.0393,0.33,0.0,0.94,0.48,109.984,4
"7GjAXYuxjuXPbQJzRnNdob",Pane no Sistema,"GREGO, Paulo Pires, ÉaBest",8,0,3,BR,2023-11-21,83,false,214090,Pane no Sistema,2023-10-06,0.739,0.978,8,-2.617,1,0.0477,0.424,0.0,0.264,0.958,175.96,4
"4f0aDk7HX37SfzerfznYlr",Lapada Dela - Ao Vivo,"Grupo Menos É Mais, Matheus Fernandes",9,0,-2,BR,2023-11-21,87,false,159322,Confia (Ao Vivo),2023-01-20,0.691,0.752,4,-6.796,0,0.157,0.708,0.00000607,0.912,0.684,167.073,4
"4Z2i41GDQyu3KRpBavEnyR",Solteiro Forçado - Boiadeira Internacional,Ana Castela,10,0,-1,BR,2023-11-21,87,false,194582,Solteiro Forçado (Boiadeira Internacional),2023-07-07,0.655,0.669,6,-4.047,1,0.0275,0.636,0.0,0.245,0.436,139.975,4
"3XIXklO3e0uWUAUkOR7NLI",DENTRO DA HILUX,"Luan Pereira, MC Ryan SP, Mc Daniel",11,0,-1,BR,2023-11-21,87,false,163013,DENTRO DA HILUX,2023-08-24,0.73,0.517,6,-7.079,0,0.159,0.143,0.0,0.0979,0.362,129.987,4
"7GScY8oE12cqTiNBzVQpUB",Mala dos Porta-Mala - Ao Vivo,"Gusttavo Lima, Matheus & Kauan",12,0,1,BR,2023-11-21,85,false,153237,Mala dos Porta-Mala (Ao Vivo),2023-07-08,0.657,0.778,7,-4.439,1,0.0587,0.636,0.0,0.356,0.733,156.144,4
"53PpijFATt35Zxfl6LTxoK",Leão,Marília Mendonça,13,0,3,BR,2023-11-21,74,false,166774,Decretos Reais,2023-05-25,0.743,0.865,6,-3.897,1,0.0315,0.449,0.00000305,0.297,0.794,129.999,4
"4uqJelb9THHmJ3OCohg4ZJ",Nosso Quadro,"AgroPlay, Ana Castela",14,0,3,BR,2023-11-21,79,false,173698,Nosso Quadro,2023-02-02,0.691,0.708,9,-4.821,1,0.195,0.338,0.0,0.311,0.602,160.018,4
"64CovjRwInpOJW4PiGMprY",Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",15,-2,-3,BR,2023-11-21,87,true,138461,Faz um Vuk Vuk (Teto Espelhado),2023-07-20,0.92,0.413,7,-7.901,0,0.0752,0.504,0.0514,0.133,0.679,130.078,4
"6zLBR9izBeZ1d0pfuwJgRa",Tipo Hollywood,"Mc Ws da leste, Dj Chadin do C, MC Cothiê",16,0,34,BR,2023-11-21,76,true,131538,Tipo Hollywood,2023-09-19,0.876,0.578,6,-1.275,1,0.122,0.431,0.00000399,0.0716,0.721,86.618,5
"54u86CmMqGI1rRuULlTqaB",Toca o Trompete,Felipe Amorim,17,-2,-3,BR,2023-11-21,86,true,163200,Cadê o After? Pt. 1,2023-07-21,0.947,0.75,6,-0.855,0,0.0534,0.424,0.0000476,0.0845,0.961,124.993,4
"4zW6JV4aqhXpbfZLZyEFvP",Quase Algo - Ao Vivo,Henrique & Juliano,18,0,2,BR,2023-11-21,83,false,178251,To Be (Ao Vivo Em Nova Iorque EP1),2023-09-15,0.359,0.76,10,-4.632,1,0.0513,0.39,0.0,0.247,0.496,154.136,4
"4zUFA8l78k4tCmoVuGtV8z",MEIO TERMO - Ao Vivo,Luan Santana,19,0,10,BR,2023-11-21,84,false,175468,LUAN CITY 2.0 - FASE 1,2023-06-08,0.483,0.954,9,-4.786,1,0.18,0.13,0.0,0.392,0.361,164.109,4
"0redQHBfejmPUhonR5ppGC",Duas Três,"Guilherme & Benuto, Ana Castela, Adriano Rhod",20,0,-1,BR,2023-11-21,84,false,156942,Duas Três,2023-02-09,0.656,0.842,5,-3.746,0,0.201,0.574,0.0,0.689,0.721,159.918,4
"4zNy0cxc4p36OLdPr0sI6h",MONTAGEM ANOS 2000,"DJ Arana, MC Maneirinho, Mc Luan, Mc Tigão",21,-3,-3,BR,2023-11-21,85,true,178080,A.Mago - Playlist do Mago,2023-09-07,0.53,0.783,3,-5.737,1,0.334,0.0458,0.000102,0.117,0.554,126.708,4
"7G2yGMHlcPPTCDhMrAaMyZ",Tô Voltando - (Boiadeira Internacional),Ana Castela,22,-2,-1,BR,2023-11-21,84,false,177327,Tô Voltando (Boiadeira Internacional),2023-08-25,0.606,0.741,5,-3.973,1,0.0285,0.179,0.0,0.722,0.239,114.019,4
"6vq7r1Pqd3pyI07u63cPZV",Erro Gostoso - Ao Vivo,Simone Mendes,23,0,-8,BR,2023-11-21,71,false,178811,Cintilante (Ao Vivo / Vol.2),2023-10-20,0.588,0.893,6,-2.743,1,0.0866,0.176,0.0,0.803,0.626,153.778,4
"3PqU6gHWUaBTtIZi5oxEJ7",Um Mês E Pouco - Ao Vivo,Zé Neto & Cristiano,24,-2,-2,BR,2023-11-21,85,false,171712,"Escolhas, Vol. 2 (Ao Vivo)",2023-06-22,0.521,0.825,8,-6.025,0,0.126,0.322,0.0,0.689,0.692,144.667,4
"0QcKkN8b4iVkmVsbaze8OS",Devia Ser Proibido - Ao Vivo Em Brasília,Henrique & Juliano,25,0,0,BR,2023-11-21,83,false,173967,To Be (Ao Vivo Em Brasília),2023-07-28,0.477,0.922,1,-3.394,1,0.0606,0.112,0.0,0.371,0.521,101.571,4
"3PH1nUysW7ybo3Yu8sqlPN",Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",26,0,-2,BR,2023-11-21,82,false,168840,"Let's Bora, Vol. 2 (Ao Vivo)",2023-03-02,0.625,0.916,6,-3.704,1,0.0461,0.309,0.0,0.906,0.746,153.664,4
"6rpUGV7bcWW9ro65Bf8uYY",Eu Não Dou Conta - Ao Vivo,"Israel & Rodolffo, Mc Don Juan, João Gomes",27,0,1,BR,2023-11-21,81,false,169559,Eu Não Dou Conta (Ao Vivo),2023-09-21,0.686,0.732,1,-5.878,0,0.0372,0.784,0.0,0.244,0.659,141.944,4
"0KhLYwYVhi13hMhxX73m55",MULHER SEGURA - Ao Vivo,Luan Santana,28,0,9,BR,2023-11-21,82,false,190293,LUAN CITY 2.0 - FASE 2,2023-09-14,0.382,0.801,4,-5.454,1,0.0413,0.127,0.0,0.525,0.59,151.391,4
"2cZ62VBKsdZ7u1kKKJdFOc",Sou Musa do Verão,"Marshmello, Luísa Sonza",29,-5,-6,BR,2023-11-21,76,false,187153,Sugar Papi,2023-11-03,0.553,0.444,9,-7.667,1,0.123,0.07,0.00301,0.0762,0.344,127.414,4
"0fABszUFNbNq9IW503Gj8v",Tá OK,"DENNIS, MC Kevin o Chris",30,0,-3,BR,2023-11-21,85,false,92093,Tá OK,2023-05-04,0.863,0.96,11,-1.458,1,0.0492,0.497,0.00526,0.0853,0.586,130.118,4
"6drlqBh6BeYZinmYQ9qR2n",Furduncinho do Rogerinho,MC Rogerinho,31,-2,-1,BR,2023-11-21,83,true,179701,Furduncinho do Rogerinho,2023-07-27,0.895,0.562,11,-4.946,0,0.0461,0.205,0.00906,0.0294,0.961,125.021,4
"6PXyRQ9Q0eNlLGsI6GxiYX",Torce o Olho - Ao Vivo,"Gusttavo Lima, Hugo & Guilherme",32,0,18,BR,2023-11-21,65,false,167551,Torce o Olho (Ao Vivo),2023-11-16,0.673,0.702,0,-4.947,1,0.0449,0.486,0.0,0.841,0.707,143.931,4
"07DskqQ1NbTiotX1WIV7ob",Piloto,Flora Matos,33,-1,-7,BR,2023-11-21,83,false,197538,Piloto,2018-06-12,0.789,0.642,0,-8.631,0,0.0379,0.97,0.803,0.106,0.894,130.021,4
"7lTVXJfNK4xaJSUXCUac6a",Fode Bem,"Felipe Amorim, Mc Mika",34,0,-2,BR,2023-11-21,74,true,136615,Fode Bem,2023-07-19,0.884,0.762,4,-2.344,0,0.0452,0.318,0.000237,0.0857,0.962,129.989,4
"4hKLzFvNwHF6dPosGT30ed",Novo Balanço,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",35,-2,-1,BR,2023-11-21,84,true,140322,Dos Prédios Deluxe,2023-05-19,0.836,0.499,3,-5.82,0,0.0563,0.669,0.0,0.134,0.65,124.05,4
"1Z3QqD45wKKN6fUKBXSvcZ",Pirulito Vermelho,"Diego & Victor Hugo, Luan Pereira",36,-1,0,BR,2023-11-21,83,false,152085,Pirulito Vermelho,2023-06-30,0.82,0.927,10,-2.785,1,0.0854,0.29,0.0,0.326,0.867,124.003,4
"1RzjXhgnzqb3dMa5852itx",LA PEOPLE,"Peso Pluma, Tito Double P",14,0,5,MX,2023-11-20,85,true,153031,GÉNESIS,2023-06-29,0.736,0.862,7,-4.136,0,0.0333,0.464,0.0,0.0904,0.799,145.001,3
"5XVdHRf4CAJ2Jm0uMIy5qY",La Víctima,Xavi,15,1,1,MX,2023-11-20,87,true,156345,La Víctima,2023-08-17,0.778,0.835,11,-3.598,0,0.0767,0.152,0.0,0.109,0.666,140.082,4
"5SHXikmjPwChjvpVIeYkMf",Skin de Bandida,"Oscar Maydon, Junior H, Gabito Ballesteros",15,0,0,MX,2023-11-20,86,false,176134,Skin de Bandida,2023-09-22,0.743,0.495,7,-6.992,0,0.0375,0.2,0.00000823,0.103,0.512,134.933,3
"4t46soaqA758rbukTO5pp1",Mi Bello Angel,Natanael Cano,17,0,1,MX,2023-11-20,87,true,188666,Nata Montana,2023-06-30,0.807,0.665,9,-6.961,0,0.0497,0.0185,0.0,0.118,0.864,127.909,3
"2O223PoYCkIPSsE4cmnr9v",TQM,Fuerza Regida,18,2,3,MX,2023-11-20,77,true,157251,Pa las Baby's Y Belikeada,2023-10-20,0.787,0.858,5,-4.969,0,0.0555,0.263,0.0,0.103,0.964,125.093,3
"0zhymr6RqNuvp0RMIvdpdA",Mood Malandro,"Código FN, Gabito Ballesteros",19,2,-5,MX,2023-11-20,87,false,191558,Mood Malandro,2023-08-24,0.723,0.778,7,-5.65,1,0.115,0.377,0.00000357,0.0619,0.791,104.423,3
"127UT7AiWflJwjXWUBBVTQ",O Me Voy O Te Vas,Natanael Cano,20,-2,0,MX,2023-11-20,85,false,242133,O Me Voy O Te Vas,2023-10-11,0.684,0.509,8,-10.702,1,0.0397,0.076,0.0,0.0533,0.796,99.24,4
"6YOfGIE6iFxC7G8OlGGvzW",ROCKSTAR,Junior H,21,-2,1,MX,2023-11-20,86,true,168677,$AD BOYZ 4 LIFE II,2023-10-05,0.761,0.658,11,-7.188,1,0.0429,0.292,0.00000155,0.137,0.895,125.036,3
"4loIMejzvt11s97SGVEat8",Poco A Poco,"Xavi, Los Dareyes De La Sierra",22,0,1,MX,2023-11-20,85,false,156040,Poco A Poco,2023-09-21,0.779,0.88,4,-2.212,0,0.065,0.426,0.0,0.0691,0.732,140.282,3
"1haJsMtoBhHfvuM7XWuT3W",El Azul,"Junior H, Peso Pluma",22,3,2,MX,2023-11-20,89,false,187225,El Azul,2023-02-10,0.558,0.648,9,-7.081,0,0.055,0.226,0.00000776,0.0986,0.844,143.876,3
"4VTQl8TUosCskPMqTg6thG",Þú komst með jólin til mín,"Björgvin Halldórsson, Ruth Reginalds",43,7,7,IS,2023-11-20,32,false,234960,Ég kem með jólin til þín,2020-11-26,0.436,0.544,10,-6.21,1,0.0266,0.0298,0.0,0.0946,0.197,180.102,4
"6xsUlQIjfduRdQt88yekZ5",Þú ert,Hafdís Huld,44,6,-3,IS,2023-11-20,44,false,135325,Vögguvísur,2012-06-04,0.581,0.19,7,-13.84,1,0.031,0.828,0.0000257,0.151,0.298,78.347,4
"3u3uS54VRFbCJThLdTZN8k",Elska,"Daniil, Lil Binni",47,-19,-23,IS,2023-11-20,45,false,157506,Elska,2023-08-03,0.721,0.601,9,-7.591,1,0.0364,0.00789,0.0022,0.116,0.0767,115.995,4
"6tjituizSxwSmBB5vtgHZE",Holly Jolly Christmas,Michael Bublé,48,2,2,IS,2023-11-20,72,false,119786,Christmas,2011-10-14,0.647,0.465,7,-8.308,1,0.0428,0.865,0.0,0.0882,0.699,151.251,4
"0VIiCofkLOS1DRxkmlLT8J",Snæfinnur snjókarl,Björgvin Halldórsson,49,1,1,IS,2023-11-20,27,false,125341,Bestu jólalög Björgvins,1999-01-01,0.611,0.438,2,-10.668,1,0.0263,0.209,0.000153,0.285,0.623,93.506,4
"50MQNenAEkztyzMrBE78s7",Over,GusGus,50,0,0,IS,2023-11-20,42,false,356576,Arabian Horse,2011-05-23,0.774,0.741,0,-8.007,0,0.0919,0.627,0.673,0.116,0.688,123.973,4
"7AVc0FQzRUopEBdSxzpeSQ",Ég hlakka svo til,"Svala, Björgvin Halldórsson",50,0,0,IS,2023-11-20,34,false,243853,Jólagestir Björgvins: Vinsælustu lögin 1987-2014,2015-01-01,0.621,0.64,1,-7.407,1,0.0263,0.0278,0.00224,0.053,0.611,98.039,4
"3zSSCPpLZ5Oc8nelhhGjKz",Tu hai kahan,AUR,1,0,0,IN,2023-11-20,86,false,263184,Tu hai kahan,2023-10-16,0.708,0.356,1,-9.738,1,0.075,0.437,0.0000654,0.112,0.569,83.679,4
"3xMHXmedL5Rvfxmiar9Ryv",Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",2,0,0,IN,2023-11-20,84,false,200373,Jawan,2023-09-05,0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,4
"5ZLkihi6DVsHwDL3B8ym1t",One Love,Shubh,3,0,0,IN,2023-11-20,86,false,159222,One Love,2023-08-18,0.848,0.512,7,-7.757,1,0.118,0.284,0.00645,0.101,0.881,144.926,4
"5PUXKVVVQ74C3gl5vKy9Li",Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Dulquer Salmaan",4,0,0,IN,2023-11-20,88,false,194857,Heeriye (feat. Arijit Singh),2023-07-25,0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,4
"72vuBPMhwFNlSYpTSf6fVD",Hass Hass,"Diljit Dosanjh, Sia, Greg Kurstin",5,0,8,IN,2023-11-20,80,false,153016,Hass Hass,2023-10-26,0.726,0.804,6,-4.775,0,0.078,0.0348,0.00000559,0.361,0.644,90.983,4
"0YQJoDL6f46J0n1rOVkpxJ",Softly,"Karan Aujla, Ikky",6,0,-1,IN,2023-11-20,84,false,155161,Making Memories,2023-08-18,0.735,0.564,8,-7.786,1,0.204,0.191,0.0,0.0791,0.902,92.986,4
"4eBvRhTJ2AcxCsbfTUjoRp",Cheques,Shubh,7,0,-1,IN,2023-11-20,85,false,183756,Still Rollin,2023-05-19,0.742,0.627,4,-8.939,0,0.0533,0.262,0.0000123,0.269,0.356,89.998,4
"4UMIv5jd9gK98a39BQRD9X",Kesariya,"Pritam, Arijit Singh, Amitabh Bhattacharya",8,0,2,IN,2023-11-20,77,false,268164,Brahmastra (Original Motion Picture Soundtrack),2022-10-06,0.577,0.574,0,-6.525,1,0.0278,0.572,0.0,0.1,0.436,94.009,4
"23y8MwhdvbSalGitHeokpk",Badass,Anirudh Ravichander,8,1,-1,IN,2023-11-20,70,false,229677,Leo (Original Motion Picture Soundtrack),2023-10-19,0.623,0.872,6,-5.192,1,0.0817,0.00735,0.0,0.378,0.545,93.019,4
"6FahmzZYKH0zb2f9hrVsvw","Ordinary Person (From ""Leo"")","Anirudh Ravichander, Nikhita Gandhi",10,2,-2,IN,2023-11-20,83,false,139200,"Ordinary Person (From ""Leo"")",2023-10-24,0.724,0.851,4,-6.068,0,0.0297,0.00196,0.038,0.0513,0.81,99.998,4
"13ZISM2bmrMBCRlMzl669x",Naa Ready,"Anirudh Ravichander, Thalapathy Vijay, Asal Kolaar",10,6,-1,IN,2023-11-20,69,false,248181,Leo (Original Motion Picture Soundtrack),2023-10-19,0.726,0.805,1,-5.576,1,0.153,0.081,0.00784,0.0318,0.572,87.956,4
"6c4Po8zyQjB4cR5XgLhcGb","9:45","Prabh Singh, Jay Trak, Rooh Sandhu",11,-1,6,IN,2023-11-20,82,false,117606,"9:45",2023-03-10,0.796,0.455,1,-7.763,0,0.0997,0.637,0.00000359,0.156,0.352,99.958,4
"3yHyiUDJdz02FZ6jfUbsmY","Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",12,2,25,IN,2023-11-20,76,false,271169,"Satranga (From ""ANIMAL"")",2023-10-27,0.273,0.405,0,-5.81,1,0.0298,0.735,0.0,0.189,0.534,89.48,3
"5LSAafg2oH9YPgf3EG17iw",Khalasi | Coke Studio Bharat,"Aditya Gadhvi, Achint",23,0,-5,IN,2023-11-20,78,false,258260,Khalasi | Coke Studio Bharat,2023-07-05,0.78,0.708,6,-8.515,0,0.152,0.444,0.0,0.334,0.801,91.998,4
"00ake6KfnzbZ2MaRLGqsyX","Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",25,-1,1,IN,2023-11-20,66,false,277500,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-06-28,0.271,0.726,7,-6.504,1,0.0527,0.586,0.0,0.353,0.532,87.425,4
"08Isz2ETWSBhvIl8UpKYsp",No Love,Shubh,25,0,-1,IN,2023-11-20,80,false,170387,No Love,2022-02-22,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,4
"5DezAsjtSLUxW9j00eh0Ia","Maamadura - From ""Jigarthanda DoubleX""","Santhosh Narayanan, Dhee, Vivek",26,8,24,IN,2023-11-20,72,false,168750,"Maamadura (From ""Jigarthanda DoubleX"")",2023-10-09,0.763,0.932,9,-7.504,1,0.232,0.117,0.015,0.0781,0.549,95.953,4
"6oz1L5jcqZWYuId7nxvIan",Still Rollin,Shubh,27,-1,-2,IN,2023-11-20,82,false,174730,Still Rollin,2023-05-19,0.881,0.431,6,-11.093,0,0.0914,0.182,0.0018,0.113,0.246,94.0,4
"2FCXQHugkoHE1K3tiDu8pu","Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik, Arijit Singh",27,4,1,IN,2023-11-20,75,false,341054,Love Forever With Arijit Singh,2017-06-07,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4
